FileName,Fovea_X,Fovea_Y
T0001.jpg,1255.392,997.53046
T0002.jpg,1090.4336,1048.5165
T0003.jpg,1054.1118,1028.7253
T0004.jpg,1171.5304,999.5198
T0005.jpg,1186.2722,752.2951
T0006.jpg,1099.5005,1025.0006
T0007.jpg,1178.5868,1024.9042
T0008.jpg,1159.7916,1011.19025
T0009.jpg,1114.237,1069.3655
T0010.jpg,1142.9518,1005.0355
T0011.jpg,1137.4993,998.9258
T0012.jpg,1247.9563,1004.06226
T0013.jpg,1086.8643,1055.9756
T0014.jpg,1078.8146,1039.9633
T0015.jpg,1126.8434,1032.3107
T0016.jpg,1056.3242,1105.6415
T0017.jpg,1078.4674,1052.7314
T0018.jpg,1208.2961,1026.2521
T0019.jpg,1028.4668,1083.6112
T0020.jpg,753.73425,702.25726
T0021.jpg,995.45685,1089.0981
T0022.jpg,1073.8396,1072.826
T0023.jpg,1235.7385,793.18335
T0024.jpg,1219.9149,1089.4976
T0025.jpg,1060.5438,1104.8666
T0026.jpg,1207.5077,1027.6869
T0027.jpg,1079.503,1071.3907
T0028.jpg,1092.8795,1089.6356
T0029.jpg,1320.4033,1017.2227
T0030.jpg,1067.2988,1110.6768
T0031.jpg,1110.5302,1042.2126
T0032.jpg,1106.4629,1111.221
T0033.jpg,1042.5371,1062.1465
T0034.jpg,1193.9093,1021.3938
T0035.jpg,1304.2327,843.8528
T0036.jpg,1199.258,1033.6633
T0037.jpg,1235.888,1057.581
T0038.jpg,1278.2982,761.0282
T0039.jpg,1160.7358,1110.5275
T0040.jpg,1053.4883,1085.9672
T0041.jpg,1335.3982,818.999
T0042.jpg,1126.745,1092.6943
T0043.jpg,1068.4991,1079.8745
T0044.jpg,1082.8547,1032.2654
T0045.jpg,1045.5919,1098.6476
T0046.jpg,1113.4757,1119.3293
T0047.jpg,1023.83075,1083.814
T0048.jpg,1049.4026,1101.0791
T0049.jpg,1151.6777,1108.1262
T0050.jpg,1096.2819,967.03235
T0051.jpg,979.7629,734.2339
T0052.jpg,1083.4406,1087.2146
T0053.jpg,1328.9481,734.50336
T0054.jpg,1166.4794,968.8268
T0055.jpg,739.8601,727.4373
T0056.jpg,1086.3198,1029.2719
T0057.jpg,1039.9244,1028.4435
T0058.jpg,1101.2812,1052.7518
T0059.jpg,1349.1392,1050.8477
