FileName,Fovea_X,Fovea_Y
T0001.jpg,1247.12415,995.8725
T0002.jpg,1086.89815,1052.686
T0003.jpg,1051.35435,1032.676
T0004.jpg,1167.33155,994.7646
T0005.jpg,1183.8101000000001,747.43582
T0006.jpg,1095.9751500000002,1027.2633
T0007.jpg,1172.3607000000002,1022.22435
T0008.jpg,1155.45245,1007.9656749999999
T0009.jpg,1111.94755,1067.8013500000002
T0010.jpg,1138.2706,1000.74915
T0011.jpg,1134.44605,995.862
T0012.jpg,1242.797,1000.1026649999999
T0013.jpg,1082.95955,1051.5871
T0014.jpg,1072.72165,1035.2853
T0015.jpg,1120.97095,1028.5576999999998
T0016.jpg,1052.12375,1108.7597
T0017.jpg,1075.0099500000001,1058.3249999999998
T0018.jpg,1204.0574000000001,1024.9058
T0019.jpg,1025.71167,1087.8467500000002
T0020.jpg,750.576825,700.32993
T0021.jpg,992.4609250000001,1091.94405
T0022.jpg,1070.50115,1077.4805000000001
T0023.jpg,1229.3208,789.8200750000001
T0024.jpg,1215.76035,1091.77165
T0025.jpg,1056.4774,1108.9615
T0026.jpg,1204.0279,1026.2604000000001
T0027.jpg,1076.42275,1073.32665
T0028.jpg,1089.2892499999998,1094.6006
T0029.jpg,1315.5401,1013.2583500000001
T0030.jpg,1062.7150000000001,1112.7112499999998
T0031.jpg,1107.5605,1045.65715
T0032.jpg,1102.2403,1113.3827999999999
T0033.jpg,1038.61485,1065.9754
T0034.jpg,1190.7939999999999,1019.0819
T0035.jpg,1295.5237,833.4758999999999
T0036.jpg,1196.9881500000001,1027.023
T0037.jpg,1233.4166,1054.7741500000002
T0038.jpg,1272.6693500000001,757.9485
T0039.jpg,1156.7399,1114.4388
T0040.jpg,1049.76485,1087.9855
T0041.jpg,1327.61275,809.825
T0042.jpg,1123.13515,1095.8564500000002
T0043.jpg,1060.7993000000001,1079.815
T0044.jpg,1080.43785,1036.28755
T0045.jpg,1034.72935,1101.8506
T0046.jpg,1108.26395,1123.5042
T0047.jpg,1019.428895,1087.0190499999999
T0048.jpg,1044.23475,1103.82375
T0049.jpg,1147.9677000000001,1111.75065
T0050.jpg,1091.84385,963.71115
T0051.jpg,975.0852,730.85365
T0052.jpg,1078.4560999999999,1090.9432000000002
T0053.jpg,1324.35745,728.779055
T0054.jpg,1162.45625,965.31665
T0055.jpg,736.671015,725.31105
T0056.jpg,1084.14655,1030.1179499999998
T0057.jpg,1037.09995,1032.9491
T0058.jpg,1097.49875,1049.81455
T0059.jpg,1343.2064500000001,1048.67415
T0060.jpg,1032.36155,1048.859
T0061.jpg,1128.3184,1046.1374
T0062.jpg,1039.52185,1003.91192
T0063.jpg,1046.5740999999998,1034.6684500000001
T0064.jpg,794.65555,715.8075
T0065.jpg,1287.82545,725.02198
T0066.jpg,1237.2235500000002,1040.3278
T0067.jpg,790.50557,724.62985
T0068.jpg,1080.1728,1030.17655
T0069.jpg,1165.9782,958.86972
T0070.jpg,1127.3440500000002,1127.4745
T0071.jpg,1168.78435,986.07403
T0072.jpg,1112.4607999999998,1018.88295
T0073.jpg,1277.4836,1026.8497
T0074.jpg,982.99092,693.40545
T0075.jpg,1162.49555,1112.04815
T0076.jpg,1055.0706500000001,1104.1440499999999
T0077.jpg,1041.575,1078.80795
T0078.jpg,1096.2319,1054.03135
T0079.jpg,1255.14465,1032.6163999999999
T0080.jpg,1314.8046,754.25833
T0081.jpg,1288.0004,761.37332
T0082.jpg,1048.77665,748.9451
T0083.jpg,1127.5579,1074.0108500000001
T0084.jpg,1019.0423499999999,1009.0124000000001
T0085.jpg,1357.9119500000002,1077.7289
